bowler_id,bowler_name,bowling_style,is_right_armed,career_deliveries,career_wide_rate,career_no_ball_rate,formats_played,career_avg_speed_kmh,career_speed_std,career_speed_min,career_speed_max,career_speed_q25,career_speed_q75,career_speed_samples,career_speed_cv,career_avg_pitch_x,career_avg_pitch_y,career_pitch_x_std,career_pitch_y_std,career_avg_stumps_x,career_avg_stumps_y,career_avg_lateral_swing,career_swing_std,career_traj_samples,dtype_pct_full,dtype_pct_full_toss,dtype_pct_good_length,dtype_pct_short,dtype_pct_short_of_length,dtype_pct_unknown,dtype_pct_yorker,avg_speed_death,avg_speed_mid,avg_speed_pp
3086,Kamindu Mendis,OFF_SPIN,1.0,90,0.01111,0.0,IPL_Men,85.78186,2.83982,80.7912,92.4084,84.4524,87.336,17.0,0.0331,0.12141,4.32476,0.27639,1.45667,0.06559,0.60994,-0.05582,0.089,17.0,0.04444,0.01111,0.0,0.0,0.0,0.8,0.14444,85.67964,85.78186,88.28374
3098,Alzarri Joseph,FAST_SEAM,1.0,2862,0.01817,0.00419,IPL_Men,135.49238,4.72118,107.8416,148.0284,133.0263,138.5604,2380.0,0.0348,-0.33937,7.65425,0.30538,2.23994,-0.09324,0.9255,0.24612,0.23678,2367.0,0.34696,0.00908,0.31097,0.00175,0.06184,0.14675,0.12264,135.12171,136.33154,135.81507
3100,Obed McCoy,unknown,0.0,56,0.03571,0.0,IPL_Men,131.3307,6.0586,108.9072,139.3344,129.5739,134.7417,48.0,0.0461,0.25308,7.74619,0.31903,2.16127,-0.10469,0.91681,-0.35777,0.20099,48.0,0.30357,0.0,0.48214,0.01786,0.01786,0.05357,0.125,130.6022,133.5162,129.56412
3101,Keemo Paul,FAST_SEAM,1.0,814,0.02948,0.01843,IPL_Men,127.0891,9.03269,95.9688,140.3316,125.5266,132.606,644.0,0.0711,-0.25127,7.26418,0.39914,2.42211,-0.12747,0.8283,0.12379,0.28411,634.0,0.35258,0.01843,0.22727,0.00246,0.05037,0.20516,0.14373,127.24755,126.65994,135.92263
3106,Brandon Mavuta,LEG_SPIN,1.0,418,0.03349,0.0,IPL_Men,84.13504,3.91694,72.6444,96.6636,81.7722,86.5134,271.0,0.0466,-0.05888,4.10816,0.32791,1.42707,-0.0912,0.64084,-0.03232,0.20951,270.0,0.10526,0.04785,0.00239,0.0,0.0,0.33254,0.51196,83.93132,86.9984,88.8083
3116,Richard Ngarava,unknown,0.0,323,0.04954,0.00619,IPL_Men,127.5471,4.39645,117.828,134.658,124.7292,130.7187,32.0,0.0345,0.42112,7.90288,0.21698,2.00852,0.29869,0.80862,-0.12244,0.17211,32.0,0.03096,0.0,0.05573,0.0,0.0,0.90093,0.01238,124.03717,129.34646,130.2999
3122,Naveen-ul-Haq,MEDIUM_SEAM,1.0,179,0.02793,0.00559,IPL_Men,116.59638,11.87296,94.9968,131.3532,102.2292,125.7255,104.0,0.1018,-0.62943,7.10066,0.18997,1.82522,-0.2752,0.71411,0.35423,0.17256,104.0,0.31844,0.00559,0.15642,0.00559,0.00559,0.41899,0.08939,113.43514,115.63243,118.5062
3125,Afy Fletcher,LEG_SPIN,1.0,54,0.0,0.0,IPL_Men,71.50103,2.86754,65.07,81.702,69.7284,72.972,53.0,0.0401,-0.17017,3.85238,0.22291,1.02773,-0.4014,0.6913,-0.23123,0.17414,53.0,0.05556,0.05556,0.0,0.0,0.0,0.01852,0.87037,71.50103,86.51212,88.8083
3126,Hayley Matthews,OFF_SPIN,1.0,31,0.03226,0.0,IPL_Men,79.16784,6.1437,66.87,95.2776,75.609,81.4014,30.0,0.0776,-0.22183,4.3215,0.29163,1.45106,-0.21983,0.55963,0.002,0.16707,30.0,0.16129,0.03226,0.0,0.0,0.0,0.03226,0.77419,70.845,79.5432,82.9539
3153,Asela Gunaratne,unknown,1.0,680,0.01324,0.0,IPL_Men,89.64588,8.45838,75.3336,121.5864,85.554,90.513,590.0,0.0944,-0.11031,5.19857,0.33854,1.42987,0.05769,0.65406,0.168,0.33609,590.0,0.36176,0.01471,0.02059,0.0,0.0,0.11912,0.48382,89.78434,86.8505,93.7722
3154,Kasun Rajitha,MEDIUM_SEAM,1.0,1186,0.01518,0.00927,IPL_Men,131.80467,6.77066,102.2796,141.6312,130.8411,135.7704,306.0,0.0514,-0.18151,7.03636,0.36264,2.0078,-0.04161,0.80332,0.1399,0.21887,306.0,0.12226,0.00506,0.07841,0.0,0.00675,0.73777,0.04975,131.54578,130.92738,133.90607
3159,Chemar Holder,unknown,0.0,20,0.0,0.1,IPL_Men,132.25176,2.3976,127.5876,136.098,130.5,133.8777,20.0,0.0181,-0.0956,6.78455,0.25363,2.02928,0.2853,0.8523,0.3809,0.20276,20.0,0.35,0.0,0.3,0.0,0.0,0.0,0.35,90.39757,131.61034,132.59714
3160,Leigh Kasperek,OFF_SPIN,1.0,37,0.02703,0.0,IPL_Men,69.30298,4.68469,54.9216,77.8536,66.3408,72.1296,35.0,0.0676,-0.07549,5.10471,0.34631,0.96076,-0.02629,0.52086,0.0492,0.2582,35.0,0.2973,0.0,0.0,0.0,0.0,0.05405,0.64865,66.9486,70.4343,69.33536
3168,Rajeshwari Gayakwad,ORTHODOX,0.0,206,0.00485,0.00485,IPL_Men,72.99337,4.00136,60.9912,85.9176,70.3548,75.2112,191.0,0.0548,-0.17467,4.63585,0.29545,1.08143,-0.19973,0.59388,-0.02506,0.20681,191.0,0.17476,0.0,0.0,0.0,0.0,0.0534,0.77184,72.09047,73.59007,86.95849
3171,Brad Wheal,FAST_SEAM,1.0,49,0.0,0.02041,IPL_Men,134.0816,5.53134,96.5088,146.3616,131.6394,137.4498,654.0,0.0422,-0.21855,7.41587,0.31966,2.22643,-0.07887,0.84743,0.16009,0.24405,645.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.159,134.49967,135.56306
3178,Shivil Kaushik,UNORTHODOX,0.0,210,0.02381,0.00476,IPL_Men,95.75593,4.63186,73.5804,103.7664,93.6792,99.1368,205.0,0.0484,-0.24236,5.499,0.32724,2.00751,-0.23258,0.7099,0.00978,0.19525,204.0,0.38095,0.04286,0.1,0.0,0.00476,0.02381,0.44762,94.0674,96.37296,94.09154
3180,Swapnil Singh,SEAM,0.0,61,0.01639,0.0,IPL_Men,93.33146,7.2756,77.3388,106.7112,88.5384,99.2628,59.0,0.078,-0.13878,5.74638,0.33691,1.48187,-0.00186,0.64512,0.13691,0.22671,58.0,0.63934,0.03279,0.03279,0.0,0.01639,0.01639,0.2623,91.1604,93.57725,128.92869
3183,Krunal Pandya,ORTHODOX,0.0,1606,0.03113,0.00187,IPL_Men,95.14232,7.31549,73.2852,135.6624,90.9468,99.0972,1529.0,0.0769,-0.05677,5.39289,0.28166,1.54932,0.05142,0.66786,0.10819,0.17879,1505.0,0.48319,0.04172,0.01494,0.00062,0.00125,0.033,0.42528,95.41711,94.98537,95.4841
3186,Nathu Singh,SEAM,1.0,25,0.04,0.0,IPL_Men,137.00102,7.65621,110.7756,144.5328,136.854,141.2892,25.0,0.0559,-0.1872,7.2264,0.37654,2.92913,0.01768,0.79296,0.20488,0.1841,25.0,0.2,0.04,0.44,0.04,0.0,0.0,0.28,124.25422,123.17136,137.00102
3187,Murugan Ashwin,LEG_SPIN,1.0,694,0.02882,0.00288,IPL_Men,89.70523,4.47886,71.5032,107.3412,87.714,92.3436,681.0,0.0499,-0.20608,5.19197,0.27767,1.67495,-0.10999,0.66752,0.09609,0.31896,680.0,0.39193,0.03458,0.04323,0.0,0.00288,0.01153,0.51585,88.77187,89.91328,93.21588
3188,Pravin Dubey,LEG_SPIN,1.0,48,0.0,0.0,IPL_Men,86.73416,2.45525,80.7048,91.674,84.978,88.6968,45.0,0.0283,-0.1008,4.49853,0.20871,1.21778,0.04433,0.62209,0.14513,0.19316,45.0,0.14583,0.0,0.02083,0.0,0.0,0.02083,0.8125,87.678,86.58895,88.8083
3192,Deepti Sharma,OFF_SPIN,1.0,568,0.0088,0.0,IPL_Men,73.10808,4.33258,62.4024,86.8248,69.5466,76.3398,464.0,0.0593,-0.3155,4.38405,0.33041,1.07346,-0.11821,0.58591,0.19729,0.17756,463.0,0.10915,0.0088,0.00176,0.0,0.0,0.16901,0.71127,72.45566,73.60543,76.1004
3195,Mohammad Nawaz,ORTHODOX,0.0,913,0.00767,0.0011,IPL_Men,88.65728,3.97325,72.4176,102.4344,86.0742,91.0044,647.0,0.0448,-0.02966,4.76142,0.25703,1.25454,-0.054,0.61234,-0.02434,0.19812,647.0,0.20701,0.01314,0.0011,0.0,0.0,0.22892,0.54984,88.49577,90.39574,86.95849
3196,Rumman Raees,unknown,0.0,328,0.01829,0.0061,IPL_Men,131.66013,5.69893,108.5832,141.1452,130.0374,134.8146,139.0,0.0433,0.25329,7.22152,0.2405,1.70875,0.10788,0.76673,-0.14541,0.21689,139.0,0.2439,0.00305,0.1189,0.00305,0.00305,0.57622,0.05183,128.3328,131.60776,133.26045
3199,Ama Kanchana,FAST_SEAM,1.0,42,0.0,0.0,IPL_Men,100.04014,2.24375,94.0752,103.6584,98.5284,102.006,42.0,0.0224,-0.22434,5.18612,0.2861,2.37804,-0.14793,0.50073,0.07641,0.14194,41.0,0.40476,0.09524,0.07143,0.0,0.0,0.0,0.42857,100.04014,134.49967,135.56306
3217,Qadeer Ahmed,MEDIUM_SEAM,1.0,90,0.01111,0.05556,IPL_Men,125.53649,5.94583,95.0076,138.3156,122.4234,130.4874,155.0,0.0487,-0.20067,7.09016,0.31074,2.10741,-0.05226,0.78551,0.15745,0.21767,155.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,124.38227,127.43109,130.39351
3257,Tushar Deshpande,SEAM,0.0,110,0.06364,0.00909,IPL_Men,135.74507,8.1155,113.0292,145.9692,133.767,141.2802,107.0,0.0598,-0.2134,7.12458,0.336,2.94507,0.03885,0.78502,0.25225,0.23018,100.0,0.2,0.06364,0.4,0.0,0.04545,0.08182,0.20909,135.75044,135.84107,135.6388
3309,Tabraiz Shamsi,UNORTHODOX,0.0,1206,0.00995,0.0,IPL_Men,84.77709,4.20659,72.1548,106.0596,82.1403,87.255,658.0,0.0496,0.0343,4.62975,0.22503,1.27048,0.0604,0.65,0.02609,0.20585,658.0,0.13516,0.00995,0.00415,0.0,0.0,0.44776,0.40299,84.33717,86.56386,88.60521
3310,Jake Ball,FAST_SEAM,1.0,1145,0.01747,0.00175,IPL_Men,135.40383,5.53134,109.8288,150.1308,133.1109,138.9222,972.0,0.0409,-0.27859,7.59157,0.42105,1.9687,-0.07374,0.91963,0.20485,0.30643,969.0,0.40437,0.00786,0.29869,0.0,0.04891,0.14323,0.09694,133.69752,136.4829,138.05595
3311,Chaminda Bandara,unknown,0.0,49,0.02041,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
3312,Jeet Raval,LEG_SPIN,1.0,6,0.0,0.0,IPL_Men,84.972,4.40062,72.4644,99.936,82.0953,87.7014,211.0,0.0503,-0.08933,4.6966,0.25709,1.39268,-0.09994,0.65327,-0.02183,0.21974,208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.76393,86.51212,88.8083
3313,Barry McCarthy,MEDIUM_SEAM,1.0,893,0.02352,0.00224,IPL_Men,128.18265,7.07929,104.0076,139.608,126.3132,132.2748,137.0,0.0552,-0.24202,6.97774,0.29009,2.41998,-0.08063,0.79319,0.16139,0.23431,135.0,0.05263,0.00448,0.05039,0.0,0.00896,0.84546,0.03807,125.30335,131.79588,130.70034
3316,Mark Adair,FAST_SEAM,1.0,423,0.01655,0.00473,IPL_Men,128.16432,5.05108,102.9528,136.3248,126.5958,131.2902,216.0,0.0394,-0.12603,7.0343,0.36794,1.94753,-0.0559,0.8223,0.07013,0.26415,216.0,0.29314,0.0,0.10638,0.0,0.02364,0.48936,0.08747,126.79041,129.29278,128.56166
3318,Dawid Malan,LEG_SPIN,1.0,122,0.0,0.0,IPL_Men,84.972,4.40062,72.4644,99.936,82.0953,87.7014,211.0,0.0503,-0.08933,4.6966,0.25709,1.39268,-0.09994,0.65327,-0.02183,0.21974,208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.76393,86.51212,88.8083
3319,Tymal Mills,SEAM,0.0,111,0.03604,0.0,IPL_Men,131.5382,15.29503,96.8796,150.3756,114.4368,142.155,103.0,0.1163,-0.05684,8.45487,0.50367,2.96909,-0.01261,0.96137,0.04423,0.39543,101.0,0.20721,0.02703,0.38739,0.00901,0.17117,0.06306,0.13514,127.12007,129.23656,138.79162
3320,Toby Roland-Jones,unknown,0.0,42,0.0,0.0,IPL_Men,133.82966,1.42786,130.9896,137.358,132.7383,134.8623,42.0,0.0107,-0.13933,7.08188,0.20871,1.73874,0.24767,0.80686,0.387,0.1573,42.0,0.47619,0.02381,0.40476,0.0,0.0,0.0,0.09524,133.517,135.7056,129.56412
3321,Roston Chase,OFF_SPIN,1.0,3461,0.00289,0.00029,IPL_Men,86.39561,4.94089,69.894,139.8492,83.475,89.2314,2727.0,0.0572,-0.17081,4.45268,0.33358,1.08673,0.05062,0.73436,0.22143,0.23597,2727.0,0.1254,0.01156,0.00144,0.0,0.0,0.19561,0.66599,86.04213,88.75395,88.05679
3323,Prince Masvaure,FAST_SEAM,0.0,112,0.04464,0.04464,IPL_Men,134.0816,5.53134,96.5088,146.3616,131.6394,137.4498,654.0,0.0422,-0.21855,7.41587,0.31966,2.22643,-0.07887,0.84743,0.16009,0.24405,645.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.159,134.49967,135.56306
3325,Hasan Ali,MEDIUM_SEAM,1.0,3524,0.01163,0.00653,IPL_Men,134.66479,5.10308,84.5388,146.4984,132.4368,138.0114,2307.0,0.0379,-0.15139,7.5575,0.40025,2.25201,-0.03472,0.79781,0.11667,0.29582,2287.0,0.3286,0.00738,0.18076,0.00426,0.05846,0.3357,0.08485,134.27905,135.14776,136.12241
3326,Amila Aponso,unknown,0.0,371,0.02156,0.0,IPL_Men,84.0842,4.67467,69.75,98.208,81.3843,86.7249,316.0,0.0556,-0.05187,4.39872,0.25774,0.88259,-0.0416,0.62195,0.01027,0.20236,315.0,0.09973,0.00809,0.0027,0.0,0.0,0.10512,0.78437,84.21917,83.31073,85.8497
3328,Jacob Mulder,MEDIUM_SEAM,1.0,149,0.03356,0.0,IPL_Men,125.53649,5.94583,95.0076,138.3156,122.4234,130.4874,155.0,0.0487,-0.20067,7.09016,0.31074,2.10741,-0.05226,0.78551,0.15745,0.21767,155.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,124.38227,127.43109,130.39351
3330,Ehsan Khan,OFF_SPIN,1.0,97,0.01031,0.0,IPL_Men,92.6829,3.38872,85.7052,102.3372,90.522,94.554,96.0,0.0366,0.04664,5.35624,0.37245,1.13246,0.14755,0.63838,0.10092,0.28521,96.0,0.49485,0.01031,0.0,0.0,0.0,0.01031,0.48454,93.61253,91.48766,88.28374
3333,Rovman Powell,MEDIUM_SEAM,1.0,166,0.0,0.0,IPL_Men,118.89708,2.83024,102.7944,125.1612,117.522,120.4776,149.0,0.0238,-0.27494,7.35717,0.26062,1.50867,-0.07654,0.77307,0.1984,0.19785,149.0,0.46386,0.0,0.34337,0.0,0.0,0.09639,0.09639,118.89708,127.43109,130.39351
3334,Kesrick Williams,MEDIUM_SEAM,1.0,155,0.03226,0.0,IPL_Men,126.61983,10.16388,103.896,138.8628,122.3982,134.109,155.0,0.0803,-0.48079,7.85099,0.2466,2.37766,-0.07826,0.8981,0.40252,0.19486,155.0,0.29032,0.01935,0.45161,0.00645,0.06452,0.0,0.16774,126.22539,128.26332,130.39351
3335,Gareth Batty,OFF_SPIN,1.0,230,0.0,0.0,IPL_Men,85.61331,3.33934,73.7316,100.26,83.808,87.1344,217.0,0.039,0.04024,4.21336,0.23204,1.04112,0.12639,0.66776,0.08615,0.28139,217.0,0.08261,0.01304,0.0,0.0,0.0,0.03913,0.86522,85.71049,85.37134,85.51453
3337,Sophie Ecclestone,ORTHODOX,0.0,831,0.00602,0.0,IPL_Men,79.03137,4.90848,58.5792,95.2416,75.9123,81.5301,760.0,0.0621,-0.00819,4.35562,0.28546,1.3106,-0.01361,0.61815,-0.00543,0.20131,759.0,0.17088,0.03971,0.00241,0.0,0.0,0.06619,0.72082,78.61081,79.6405,81.5955
3338,Alex Hartley,ORTHODOX,0.0,229,0.00437,0.0,IPL_Men,71.4507,2.63806,64.854,80.1468,69.8904,72.8514,219.0,0.0369,-0.17428,4.3531,0.21384,1.17074,-0.10271,0.57481,0.07157,0.11807,219.0,0.1048,0.0131,0.00437,0.0,0.0,0.04367,0.83406,71.4507,86.35378,86.95849
3363,Jack Leach,ORTHODOX,0.0,2399,0.0,0.00208,IPL_Men,84.8975,3.63489,71.586,95.3316,82.3509,87.3828,1898.0,0.0428,0.00651,4.35191,0.27071,0.94574,-0.12598,0.7219,-0.13249,0.21431,1897.0,0.08504,0.00667,0.0,0.0,0.0,0.18508,0.72322,84.9582,84.69022,84.39167
3414,Olly Stone,FAST_SEAM,1.0,214,0.01869,0.0,IPL_Men,140.40242,5.05851,113.6988,150.3936,138.699,143.2602,131.0,0.036,-0.26807,7.63916,0.29804,2.13506,-0.12573,0.91395,0.14234,0.24343,130.0,0.28037,0.00935,0.25234,0.0,0.05607,0.32243,0.07944,140.30323,140.899,139.80616
3415,Tom Sole,OFF_SPIN,1.0,78,0.03846,0.01282,IPL_Men,85.76454,4.76166,70.4754,101.4408,83.2446,88.5663,253.5,0.0577,-0.08388,4.67617,0.31081,1.21174,0.02247,0.65099,0.08884,0.23035,252.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85.67964,86.56654,88.28374
3493,Tom Westley,OFF_SPIN,1.0,24,0.0,0.0,IPL_Men,79.41474,3.58506,74.6424,85.8492,77.0193,82.0188,20.0,0.0451,-0.4848,4.32975,0.1294,0.77291,-0.1798,0.66195,0.305,0.21033,20.0,0.08333,0.0,0.0,0.0,0.0,0.125,0.79167,79.41474,86.56654,88.28374
3502,Jofra Archer,FAST_SEAM,1.0,2302,0.01825,0.00478,IPL_Men,139.56845,8.25412,98.298,154.53,136.9512,145.0251,1900.0,0.0591,-0.19363,7.707,0.28484,2.58217,-0.08289,0.99308,0.11074,0.23757,1840.0,0.2841,0.01998,0.28975,0.00174,0.09123,0.18419,0.12902,137.82082,140.81255,141.26375
3561,Keaton Jennings,MEDIUM_SEAM,1.0,43,0.0,0.0,IPL_Men,120.19452,4.86202,98.9532,126.882,117.018,123.2712,41.0,0.0405,-0.32854,6.01954,0.23454,2.09976,-0.19998,0.6998,0.12856,0.16477,41.0,0.37209,0.02326,0.18605,0.0,0.0,0.0,0.4186,120.19452,127.43109,130.39351
3611,Joe Denly,LEG_SPIN,1.0,152,0.01316,0.0,IPL_Men,82.87309,3.55886,71.2908,91.6776,80.3673,85.203,148.0,0.0429,0.0887,4.24367,0.35663,1.33338,-0.02211,0.64182,-0.11081,0.25474,148.0,0.17763,0.04605,0.0,0.0,0.0,0.01316,0.76316,82.55442,85.1746,88.8083
3644,Liam Livingstone,LEG_SPIN,1.0,24,0.0,0.0,IPL_Men,88.41585,4.83775,80.7444,96.084,84.042,91.9908,24.0,0.0547,0.12775,4.80104,0.2674,1.94658,0.0035,0.674,-0.12425,0.14818,24.0,0.375,0.08333,0.0,0.0,0.0,0.0,0.54167,87.5304,91.0722,88.8083
3646,Tom Curran,FAST_SEAM,1.0,1108,0.02076,0.00361,IPL_Men,127.62911,9.20026,100.26,142.2432,124.1244,133.938,646.0,0.0721,-0.25007,7.35336,0.30219,2.51148,-0.02081,0.85638,0.22926,0.19939,618.0,0.22834,0.01895,0.19314,0.00361,0.0361,0.4278,0.09206,127.49581,127.12035,132.84175
3671,Dom Bess,OFF_SPIN,1.0,836,0.0,0.0012,IPL_Men,85.74291,3.4522,74.844,101.4444,83.3715,87.6825,728.0,0.0403,-0.10051,4.25718,0.31088,1.17551,0.10672,0.73463,0.20723,0.21254,726.0,0.11722,0.03469,0.0012,0.0,0.0,0.11842,0.72847,85.71279,86.15967,83.1858
3703,Sophia Dunkley,LEG_SPIN,1.0,6,0.0,0.0,IPL_Men,64.6452,4.29629,58.9572,70.7148,61.9209,67.1463,6.0,0.0665,-0.181,5.59633,0.514,0.74604,-0.425,0.65517,-0.244,0.28939,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,64.6452,86.51212,88.8083
3706,Mosharraf Hossain,ORTHODOX,0.0,66,0.0,0.0,IPL_Men,88.90454,3.07167,81.7488,95.7276,87.8364,90.54,17.0,0.0346,0.01129,4.68188,0.1534,0.96919,0.01818,0.66888,0.00688,0.06139,17.0,0.04545,0.0,0.0,0.0,0.0,0.72727,0.22727,88.90454,86.35378,86.95849
3710,Sunzamul Islam,ORTHODOX,0.0,310,0.00645,0.0,IPL_Men,81.50019,4.15204,71.6184,95.7384,78.8526,84.2346,171.0,0.0509,-0.18346,4.25014,0.19399,1.04937,-0.17723,0.66121,0.00623,0.16843,171.0,0.05484,0.0129,0.0,0.0,0.0,0.44516,0.4871,81.49683,80.0787,83.22732
3711,Ebadot Hossain,FAST_SEAM,1.0,528,0.01326,0.0,IPL_Men,132.42541,4.93585,106.7688,143.6796,129.5712,135.5346,319.0,0.0373,-0.31729,7.94375,0.30292,1.93904,-0.07513,0.89822,0.24216,0.29675,319.0,0.28598,0.00189,0.22538,0.00189,0.03977,0.38636,0.05871,131.91535,134.69924,134.06204
3715,Abu Jayed,FAST_SEAM,1.0,1315,0.0076,0.00304,IPL_Men,126.62318,4.17875,98.7948,137.8404,124.1334,129.3174,815.0,0.033,-0.24247,6.83502,0.38104,1.94333,-0.14909,0.72,0.09338,0.2399,815.0,0.33004,0.00684,0.14068,0.00076,0.01673,0.37414,0.1308,126.08022,128.00762,127.67907
3720,Subashis Roy,MEDIUM_SEAM,1.0,674,0.00742,0.00297,IPL_Men,131.6478,3.48382,119.4624,140.9976,129.4983,134.0694,470.0,0.0265,-0.28275,7.80841,0.26031,2.13735,-0.05197,0.86981,0.23078,0.23455,468.0,0.3368,0.00445,0.21365,0.00148,0.07122,0.2997,0.0727,131.13102,133.44686,132.77489
3723,Carl Mumba,FAST_SEAM,1.0,427,0.00234,0.0,IPL_Men,130.04303,7.30258,75.1644,140.5152,128.2932,133.5114,408.0,0.0562,-0.2652,7.1985,0.31722,2.40454,-0.06932,0.78246,0.19588,0.22458,407.0,0.363,0.01874,0.33489,0.0,0.06323,0.00703,0.21311,128.86195,132.10961,132.30208
3728,Matt Renshaw,OFF_SPIN,1.0,18,0.0,0.0,IPL_Men,85.76454,4.76166,70.4754,101.4408,83.2446,88.5663,253.5,0.0577,-0.08388,4.67617,0.31081,1.21174,0.02247,0.65099,0.08884,0.23035,252.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85.67964,86.56654,88.28374
3729,Lockie Ferguson,FAST_SEAM,1.0,1877,0.04742,0.00533,IPL_Men,142.24785,6.83652,105.768,153.8424,140.4612,146.1456,909.0,0.0481,-0.30551,8.06815,0.37989,2.89941,-0.06134,0.93145,0.24418,0.36411,876.0,0.12467,0.01918,0.187,0.0016,0.07778,0.52318,0.0666,141.37845,143.37563,142.32841
3733,Imran Haider,LEG_SPIN,1.0,138,0.00725,0.0,IPL_Men,84.972,4.40062,72.4644,99.936,82.0953,87.7014,211.0,0.0503,-0.08933,4.6966,0.25709,1.39268,-0.09994,0.65327,-0.02183,0.21974,208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.76393,86.51212,88.8083
3738,Theunis de Bruyn,MEDIUM_SEAM,1.0,85,0.0,0.01176,IPL_Men,103.65041,18.107,74.3904,136.9872,84.3192,118.8576,73.0,0.1747,-0.10736,5.94738,0.34111,2.01347,0.05968,0.74142,0.16704,0.24972,72.0,0.38824,0.04706,0.12941,0.0,0.0,0.15294,0.28235,103.65041,127.43109,130.39351
3740,Tanbir Hayder,LEG_SPIN,1.0,48,0.0,0.0,IPL_Men,84.972,4.40062,72.4644,99.936,82.0953,87.7014,211.0,0.0503,-0.08933,4.6966,0.25709,1.39268,-0.09994,0.65327,-0.02183,0.21974,208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.76393,86.51212,88.8083
3744,Duanne Olivier,FAST_SEAM,1.0,1186,0.00506,0.00337,IPL_Men,135.49913,4.14599,116.4852,147.7908,132.7464,138.1842,506.0,0.0306,-0.30435,7.69355,0.266,2.1458,-0.03599,0.94407,0.26835,0.2465,504.0,0.17285,0.00084,0.16273,0.0,0.02614,0.56998,0.06745,134.89372,136.83406,138.19875
3746,Lungi Ngidi,FAST_SEAM,1.0,1800,0.02111,0.00333,IPL_Men,134.28957,6.56835,108.2412,146.034,132.8571,138.1572,1038.0,0.0489,-0.28471,7.44147,0.37757,2.06774,-0.01659,0.86452,0.26812,0.27697,1029.0,0.24667,0.01,0.21611,0.0,0.02056,0.42,0.08667,133.76844,134.14429,135.91048
3747,Dane Paterson,FAST_SEAM,1.0,169,0.02367,0.0,IPL_Men,135.04311,4.47365,114.336,141.9084,133.0092,138.114,77.0,0.0331,-0.27343,7.58014,0.28397,2.07266,-0.05836,0.84743,0.21506,0.21033,77.0,0.23669,0.0,0.13018,0.0,0.04734,0.52663,0.05917,133.34093,135.306,136.7327
3751,Sneh Rana,OFF_SPIN,1.0,206,0.0,0.00971,IPL_Men,73.01984,2.79266,65.7936,85.2444,71.1576,74.5398,83.0,0.0382,-0.35364,4.16017,0.20529,1.00251,-0.11433,0.59667,0.23931,0.13548,83.0,0.03398,0.00971,0.0,0.0,0.0,0.59709,0.35922,73.01984,86.56654,88.28374
3756,Amelia Kerr,LEG_SPIN,1.0,67,0.0,0.01493,IPL_Men,71.23708,2.19748,64.3716,75.0924,70.515,72.441,64.0,0.0308,-0.43152,4.602,0.25919,1.36133,-0.48517,0.67167,-0.05366,0.18159,64.0,0.22388,0.02985,0.01493,0.0,0.0,0.02985,0.70149,72.03396,70.53395,88.8083
3760,Abhishek Sharma,ORTHODOX,0.0,137,0.0292,0.0073,IPL_Men,85.72623,4.0028,75.7872,95.1048,83.0727,88.4547,132.0,0.0467,0.07215,5.11988,0.28064,1.28529,0.02217,0.62424,-0.04998,0.19647,132.0,0.34307,0.0073,0.0073,0.0,0.0,0.0146,0.62774,82.7928,85.90307,85.5129
3763,Rahul Chahar,LEG_SPIN,1.0,917,0.01854,0.0,IPL_Men,90.15897,4.40062,76.896,106.5132,86.8932,93.2724,897.0,0.0488,-0.09313,5.43849,0.24167,1.35854,-0.1114,0.72175,-0.01827,0.23633,896.0,0.45147,0.00545,0.02617,0.0,0.0,0.01745,0.49945,89.96172,90.10268,91.566
3766,Kamlesh Nagarkoti,MEDIUM_SEAM,1.0,172,0.02326,0.0,IPL_Men,135.91645,8.30196,112.1976,146.3328,134.0289,141.4539,170.0,0.0611,-0.30436,7.81948,0.25526,2.43887,0.00652,0.8005,0.31088,0.19066,162.0,0.30233,0.01744,0.40116,0.0,0.07558,0.04651,0.15698,134.70186,135.88383,140.0889
3774,Anukul Roy,ORTHODOX,0.0,15,0.2,0.0,IPL_Men,88.66992,3.13198,83.8908,93.1176,86.6538,91.1556,15.0,0.0353,0.04793,4.63793,0.14316,1.65104,0.15387,0.67053,0.10593,0.11034,15.0,0.33333,0.06667,0.0,0.0,0.0,0.0,0.6,84.6049,88.66992,86.95849
